Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address
"Newly Built 🏠 House : House For Sale In Gongabu, Kathmandu","['Ganesthan', ' Gongabu', ' Kathmandu']",20000000,0,0,0.0,2,East,2076.0,934,3 Aana,14 Feet / Gravelled,3 Aana,6 months ago,"['Water Supply', 'Parking', 'Balcony']", Kathmandu, Gongabu
"5 Bhk 14 Anna Modern Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Buddha Colony', ' Budhanilkantha', ' Kathmandu']",67500000,4,4,2.0,2,East,,651,0-14-0-0 Aana,15 Feet / Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']", Kathmandu, Budhanilkantha
"5.5 Anna Luxury Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Pasikot', ' Budhanilkantha', ' Kathmandu']",32500000,4,4,2.0,2,East,2076.0,2.8K,0-5.5-0-0 Aana,15 Feet / Gravelled,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Gym', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']", Kathmandu, Budhanilkantha
"Royal Neo Classical Bungalow For Sale At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","['SundarBasti', ' Golfutar', ' Kathmandu']",35000000,4,4,2.0,2,East,2073.0,775,0-7-0-0 Aana,15 Feet / Gravelled,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']", Kathmandu, Golfutar
"5 Bhk 4.2 Anna Modern Brand New Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['budhanilkantha', ' Budhanilkantha', ' Kathmandu']",31000000,4,4,2.0,1,East,2076.0,679,0-4.2-0-0 Aana,14 Feet / Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well']", Kathmandu, Budhanilkantha
"Brand New House For Sale At Sukedhara In 18 Feet Road, Near Main Road : House For Sale In Sukedhara, Kathmandu","['Sukedhara', ' Sukedhara', ' Kathmandu']",32500000,4,4,2.0,1,East,2076.0,324,0-3.3-0-0 Aana,18 Feet / Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']", Kathmandu, Sukedhara
"3.1 Anna New House For Sale At Mandikatar, 1 Km From Dhumbarahi Chowk. : House For Sale In Mandikatar, Kathmandu","['Mandikatar', ' Mandikatar', ' Kathmandu']",20000000,4,4,3.0,1,East,2074.0,1.3K,0-3.1-0-0 Aana,15 Feet / Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Fencing', 'Water Supply', 'Water Tank', 'Wifi']", Kathmandu, Mandikatar
"4.5 Anna Beautiful Brand New House For Sale At Sukedhara Inside Colony : House For Sale In Sukedhara, Kathmandu","['sukedhara', ' Sukedhara', ' Kathmandu']",35000000,2,3,,4,East,,239,0-4.5-0-0 Aana,15 Feet / Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']", Kathmandu, Sukedhara
"4 Anna Modern Semi Bungalow For Sale At Golfutar 30 Feet Main Road. : House For Sale In Golfutar, Kathmandu","['Golfutar', ' Golfutar', ' Kathmandu']",32500000,4,3,3.0,1,East,,466,0-4-0-0 Aana,30 Feet / Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']", Kathmandu, Golfutar
"6 Anna Brand New Semi Bungalow At Rudreshwor In 33 Feet Road : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']",35000000,4,4,3.0,2,East,2076.0,255,0-6-0-0 Aana,33 Feet / Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup']", Kathmandu, Budhanilkantha
"K Yo Ghar Tapaiko Lagi Ho? : House For Sale In Tokha, Kathmandu","['Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",26000000,0,0,3.0,1,East,2076.0,1.6K,4 Aana,12 Feet / Gravelled,3-4 Aana,6 months ago,"['Water Supply', 'Water Tank', 'Drainage', 'Solar Water', 'Parking', 'Garden']", Kathmandu, Tokha
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu","['Dhaneshwore', ' Baniyatar', ' Kathmandu']",26500000,0,0,3.0,1,South East,,252,4 Aana,14 Feet / Blacktopped,3-4 Aana,6 months ago,"['Garden', 'Parking', 'Water Tank', 'Parking', 'Drainage', 'Drainage', 'Water Supply', 'Water Supply', 'Water Tank', 'Solar Water']", Kathmandu, Baniyatar
"House For Sale In Balkhu, Kathmandu","['Trishakti Petrol Pump', ' Balkhu', ' Kathmandu']",60000000,0,0,4.0,0,South,,575,5.1 Aana,0 Feet,N/A Sq. Feet,6 months ago,[], Kathmandu, Balkhu
"1.5 Talle Ghar Near Grande Tower : House For Sale In Tokha, Kathmandu","['Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",13200000,4,2,0.0,1,East,2074.0,938,3-5 Sq. Feet,13 Feet / Gravelled,3-5 Sq. Feet,6 months ago,"['Water Supply', 'Drainage', 'Parking', 'Water Tank', 'Garden']", Kathmandu, Tokha
"8 Anna Land On Sale At Ramkot -7 , Nagarjun : Land For Sale In Ramkot, Kathmandu","['ramkot', ' Ramkot', ' Kathmandu']",1200000,0,0,,0,North,,802,8 Aana,20 Feet / Gravelled,N/A Aana,6 months ago,[], Kathmandu, Ramkot
"Land For Sale In Balaju, Kathmandu","['Lolang', ' Balaju', ' Kathmandu']",900000,0,0,,0,South,,508,3 Aana,10 Feet / Paved,N/A Sq. Feet,6 months ago,[], Kathmandu, Balaju
"House For Sale In Lokanthali, Bhaktapur","['Lokanthali', ' Lokanthali', ' Bhaktapur']",27000000,16,3,3.0,0,North,,867,6 Aana,13 Feet / Blacktopped,N/A Aana,6 months ago,[], Bhaktapur, Lokanthali
"Land For Sale In Suryabinayak, Bhaktapur","['Sirutar', ' Suryabinayak', ' Bhaktapur']",1800000,0,0,,0,North,,614,0-3-3-0 Aana,10 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Bhaktapur, Suryabinayak
"Land For Sale In Imadol, Lalitpur","['Ochu Height', ' Imadol', ' Lalitpur']",3700000,0,0,,0,South West,,8.1K,5 Aana,40 Feet / Gravelled,N/A Aana,6 months ago,[], Lalitpur, Imadol
"Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu","['House', ' Ekatabasti', ' Kathmandu']",27500000,7,0,3.0,2,East,2019.0,2.1K,4.5 Aana,13 Feet / Blacktopped,3.5 Aana,6 months ago,['Air Condition'], Kathmandu, Ekatabasti
"House For Sale In Golfutar, Kathmandu","['Golfutar', ' Golfutar', ' Kathmandu']",18000000,6,4,3.0,2,East,2019.0,1.6K,3 Aana,13 Feet / Gravelled,2 Aana,6 months ago,['Air Condition'], Kathmandu, Golfutar
"Land For Sale In Harisiddhi, Lalitpur","['Satdobato Godawari highway', ' Harisiddhi', ' Lalitpur']",3000000,0,0,0.0,0,North East,,177,5 Sq. Feet,12 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Lalitpur, Harisiddhi
"Modern Bungalow : House For Sale In Kusunti, Lalitpur","['kusunti', ' Kusunti', ' Lalitpur']",38500000,4,4,3.0,3,North West,2019.0,34.5K,0-5-2-2 Aana,13 Feet / Blacktopped,2200 Sq. Feet,6 months ago,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']", Lalitpur, Kusunti
"Apartment For Rent In Sanepa, Lalitpur","['Sanepa', ' Sanepa', ' Lalitpur']",235000,3,3,10.0,2,South,,6.7K,1788 Sq. Feet,20 Feet / Blacktopped,N/A Sq. Feet,6 months ago,"['Air Condition', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking']", Lalitpur, Sanepa
"Flat For Rent In Dhapakhel, Lalitpur","['Kantipur Engineering College', ' Dhapakhel', ' Lalitpur']",18000,2,1,,0,North,,843,900 Sq. Feet,15 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Lalitpur, Dhapakhel
"House For Rent In Hattiban, Lalitpur","['Nirankari mandala', ' Hattiban', ' Lalitpur']",60000,3,3,,0,South,,610,0-3-2-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Lalitpur, Hattiban
"Land For Sale In Dhumbarahi, Kathmandu","['Dhumbarahi', ' Dhumbarahi', ' Kathmandu']",5700000,0,0,,0,West,,193,0-6-3-0 Aana,24 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Kathmandu, Dhumbarahi
"Land For Sale In Goldhunga, Kathmandu","['Goldhunga', ' Goldhunga', ' Kathmandu']",2000000,0,0,,0,West,,267,3 Aana,13 Feet / Soil Stabilized,N/A Sq. Feet,6 months ago,[], Kathmandu, Goldhunga
"Office Space For Rent In Durbar Marg, Kathmandu","['Lal Durbar marg', ' Durbar Marg', ' Kathmandu']",50000,0,0,,0,North,,547,0-2-2-0 Aana,11 Feet / Paved,616 Sq. Feet,6 months ago,[], Kathmandu, Durbar Marg
"Land For Sale In Thankot, Kathmandu","['Chandragiri Cable Car', ' Thankot', ' Kathmandu']",1150000,0,0,,0,East,,581,0-8-0-0 Aana,13 Feet / Soil Stabilized,N/A Aana,6 months ago,[], Kathmandu, Thankot
"Balkot House For Rent : House For Rent In Balkot, Bhaktapur","['27.6845464', ' Balkot', ' Bhaktapur']",85000,0,0,3.0,0,East,2019.0,521,12 Aana,12 Feet / Soil Stabilized,8 Aana,6 months ago,[], Bhaktapur, Balkot
"Land For Sale In Thankot, Kathmandu","['Chandragiri Cable Car', ' Thankot', ' Kathmandu']",1050000,0,0,,0,South,,681,0-7-2-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,6 months ago,[], Kathmandu, Thankot
"Land For Sale In Kirtipur, Kathmandu","['chalnakhel 1 kha', ' Kirtipur', ' Kathmandu']",3000000,0,0,0.0,0,North,,715,0-15-1-1 Sq. Feet,10 Feet / Soil Stabilized,N/A Sq. Feet,6 months ago,[], Kathmandu, Kirtipur
"Land With Houses : Land For Sale In Teku, Kathmandu","['Teku', ' Kathmandu', ' Teku', ' Kathmandu']",20000000,0,0,0.0,0,South West,,638,0-10-2-0 Sq. Feet,30 Feet / Blacktopped,N/A Sq. Feet,6 months ago,[], Kathmandu, Teku
"House For Sale In Sano Gaun, Lalitpur","['Sanogaun', ' Sano Gaun', ' Lalitpur']",14500000,0,0,,0,West,,823,3 Aana,13 Feet / Gravelled,N/A Sq. Feet,6 months ago,[], Lalitpur, Sano Gaun
"Land For Sale In Kirtipur, Kathmandu","['Rarahil Memorial School', ' Kirtipur', ' Kathmandu']",1900000,0,0,,0,West,,309,5 Aana,12 Feet / Soil Stabilized,N/A Aana,6 months ago,[], Kathmandu, Kirtipur
"House For Sale Satdobato Only Land Cost! : House For Sale In Satdobato, Lalitpur","['Khumaltar Height', ' Satdobato', ' Lalitpur']",70000000,3,3,2.0,4,East,2050.0,896,0-10-0-0 Aana,20 Feet / Blacktopped,2000 Sq. Feet,7 months ago,[], Lalitpur, Satdobato
"House For Sale On Only Land Cost @ Shantinagar Kathmandu! : House For Sale In Shantinagar, Kathmandu","['Shantingar Gate', ' Shantinagar', ' Kathmandu']",70000000,4,3,3.0,4,East,2049.0,989,0-9-2-0 Aana,20 Feet / Blacktopped,2500 Sq. Feet,7 months ago,[], Kathmandu, Shantinagar
"9 Aana Chaauni Land On Dashain Tihar Offer Urgent Sale : Land For Sale In Chhauni, Kathmandu","['31', ' Chhauni', ' Kathmandu']",4300000,0,0,,0,North,,435,9 Aana,9 Feet / Paved,N/A Aana,7 months ago,[], Kathmandu, Chhauni
"House Sale At Sanepa, Land Cost Only : House For Sale In Sanepa, Lalitpur","['Lower Sanepa', ' Sanepa', ' Lalitpur']",25000000,3,5,,1,East,,1.7K,0-4-0-0 Aana,20 Feet / Blacktopped,2300 Sq. Feet,7 months ago,[], Lalitpur, Sanepa
"House For Sale In Imadol, Lalitpur","['Sanogaun', ' Imadol', ' Lalitpur']",13500000,3,9,3.0,0,North East,2076.0,1.5K,0-2-3-0 Aana,10 Feet / Soil Stabilized,N/A Sq. Feet,7 months ago,"['Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Imadol
"Land For Sale In Bhaisepati, Lalitpur","['sainbu sital colony', ' Bhaisepati', ' Lalitpur']",2700000,0,0,,0,North East,,10K,0-6-2-0 Aana,16 Feet / Blacktopped,N/A Aana,7 months ago,"['Drainage', 'Water Well', 'Electricity Backup']", Lalitpur, Bhaisepati
"Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","['House', ' Mandikatar', ' Kathmandu']",27800000,6,3,3.0,2,East,2019.0,3.9K,5 Aana,13 Feet / Gravelled,4 Aana,7 months ago,['Air Condition'], Kathmandu, Mandikatar
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","['Civil Homes', ' Dhapakhel', ' Lalitpur']",36000000,3,3,,2,East,2065.0,1.2K,0-6-2-0 Aana,20 Feet / Blacktopped,2000 Sq. Feet,7 months ago,[], Lalitpur, Dhapakhel
"5 Ropani Land For Sale At Golfutar! : Land For Sale In Golfutar, Kathmandu","['Golfutar basketball ground', ' Golfutar', ' Kathmandu']",3800000,0,0,,0,West,,433,5-0-0-0 Ropani,20 Feet / Blacktopped,N/A Ropani,7 months ago,[], Kathmandu, Golfutar
"House For Rent : House For Rent In Bakhundol, Lalitpur","['maitry marg Bakhundole', ' Bakhundol', ' Lalitpur']",180000,5,0,,2,East,,552,0-5-0 Aana,14 Feet / Blacktopped,0-3-9 Aana,7 months ago,"['Lawn', 'Balcony', 'Backyard']", Lalitpur, Bakhundol
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","['Ghattekulo', ' Ghattekulo', ' Kathmandu']",100000000,8,9,4.0,4,South,2065.0,1.5K,0-13-2-0 Aana,13 Feet / Blacktopped,4500 Sq. Feet,7 months ago,[], Kathmandu, Ghattekulo
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","['Bhimsengola', ' Old Baneshwor', ' Kathmandu']",60000000,6,3,,4,South,2050.0,1.7K,0-8-5-0 Aana,20 Feet / Blacktopped,2500 Sq. Feet,7 months ago,[], Kathmandu, Old Baneshwor
"Urgent Sale Land 5 Aana : Land For Sale In Raniban, Kathmandu","['Raniban', ' Raniban', ' Kathmandu']",4000000,0,0,,0,North East,,566,0-4-3-2 Aana,20 Feet / Blacktopped,N/A Aana,7 months ago,[], Kathmandu, Raniban
"Land For Sale In Kalanki, Kathmandu","['thapagaun', ' Kalanki', ' Kathmandu']",2000000,0,0,,0,West,,795,0-7-0-0 Aana,16 Feet / Paved,N/A Sq. Feet,7 months ago,[], Kathmandu, Kalanki
"Land For Sale In Chandragiri, Kathmandu","['Chandragiri Cable Car', ' Chandragiri', ' Kathmandu']",1375000,0,0,,0,West,,442,0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,7 months ago,[], Kathmandu, Chandragiri
"Flat For Rent In Jorpati, Kathmandu","['Chamunda Road Besigaun', ' Jorpati', ' Kathmandu']",50000,6,3,2.0,3,East,2018.0,4.7K,0-6-2-0 Aana,10 Feet / Paved,0-3-0-0 Aana,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Frontyard', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup']", Kathmandu, Jorpati
"Land For Sale In Thankot, Kathmandu","['Trivuban Park', ' Thankot', ' Kathmandu']",1700000,0,0,,0,West,,420,0-6-2-0 Aana,14 Feet / Concrete,N/A Sq. Feet,7 months ago,[], Kathmandu, Thankot
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","['Hepali Near Golfutar', ' Budhanilkantha', ' Kathmandu']",47500000,5,4,,2,East,2070.0,925,0-8-0-0 Aana,20 Feet / Blacktopped,2500 Sq. Feet,7 months ago,[], Kathmandu, Budhanilkantha
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu","['Grende Villa', ' Dhapasi', ' Kathmandu']",25000000,3,3,,1,South,,1.2K,0-4-0-0 Aana,20 Feet / Blacktopped,2300 Sq. Feet,7 months ago,[], Kathmandu, Dhapasi
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","['Southern Heights Housing', ' Thaiba', ' Lalitpur']",35000000,5,4,,2,West,2069.0,477,0-6-0-0 Aana,20 Feet / Blacktopped,2500 Sq. Feet,7 months ago,[], Lalitpur, Thaiba
"Business For Sale In Swayambhu, Kathmandu","['Pachdhara', ' Swayambhu', ' Kathmandu']",1300000,0,0,,0,West,,620,400 Sq. Feet,15 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Kathmandu, Swayambhu
"House For Sale In Mid Baneshwor, Kathmandu","['Katyayani Temple', ' Mid Baneshwor', ' Kathmandu']",50000000,7,4,2.0,1,South East,2076.0,1.5K,0-7-0-0 Aana,10 Feet / Concrete,1000 Sq. Feet,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']", Kathmandu, Mid Baneshwor
"Land For Sale In Chakupat, Lalitpur","['Chakupat', ' Chakupat', ' Lalitpur']",4000000,0,0,,0,North,,1.1K,0-5-2-0 Aana,12 Feet / Gravelled,N/A Aana,7 months ago,[], Lalitpur, Chakupat
"House For Sale In Syuchatar, Kathmandu","['Syuchatar', ' Syuchatar', ' Kathmandu']",16500000,0,0,2.0,0,South East,2076.0,935,0-3-0-1 Aana,14 Feet / Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']", Kathmandu, Syuchatar
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","['Museum Marga', ' Chhauni', ' Kathmandu']",46000000,5,4,,2,South West,2074.0,369,0-7-0-0 Aana,13 Feet / Blacktopped,3000 Sq. Feet,7 months ago,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']", Kathmandu, Chhauni
"House For Sale In Kausaltar, Bhaktapur","['Kausaltar', ' Kausaltar', ' Bhaktapur']",30000000,5,4,3.0,0,East,,474,0-7-2-0 Aana,15 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Bhaktapur, Kausaltar
"Housing Land : Land For Sale In Bhaktapur, Bhaktapur","['Sirutar', ' Bhaktapur', ' Bhaktapur']",1700000,0,0,,0,East,,282,0-4-3-1 Aana,20 Feet / Gravelled,N/A Aana,7 months ago,[], Bhaktapur, Bhaktapur
"Land For Sale In Mulpani, Kathmandu","['Green Hill City', ' Mulpani', ' Kathmandu']",3300000,0,0,,0,North,,185,0-5-2-0 Aana,8 Meter,N/A Sq. Feet,7 months ago,[], Kathmandu, Mulpani
"Land For Sale In Gongabu, Kathmandu","['Gongabu', ' Gongabu', ' Kathmandu']",7000000,0,0,,0,North,,188,4 Aana,20 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Kathmandu, Gongabu
"House For Sale In Basbari, Kathmandu","['Neuro Hospital', ' Basbari', ' Kathmandu']",28000000,2,4,3.0,3,South,,514,5 Aana,13 Feet / Gravelled,N/A Aana,7 months ago,[], Kathmandu, Basbari
"House For Sale In Thapagaun, Kathmandu","['Thapagaun', ' Thapagaun', ' Kathmandu']",49000000,0,0,,0,South,,185,0-4-2-0 Aana,12 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Kathmandu, Thapagaun
"Land For Sale In Samakhusi, Kathmandu","['Maipi', ' Samakhusi', ' Kathmandu']",4000000,0,0,,0,South,,326,4/4/5/5/6 Aana,20 Feet / Gravelled,N/A Aana,7 months ago,[], Kathmandu, Samakhusi
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","['Shree ram chowk', '', ' Pasikot', ' Kathmandu']",20000,2,1,3.0,2,South,2018.0,854,0-6-0-0 Aana,13 Feet / Soil Stabilized,0-3-0-0 Aana,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Pasikot
"Land For Sale In Tokha, Kathmandu","['Greenland Chok', ' Tokha', ' Kathmandu']",3900000,0,0,,0,East,,185,8 Aana,15 Feet / Blacktopped,N/A Aana,7 months ago,[], Kathmandu, Tokha
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu","['NA', ' Golfutar', ' Kathmandu']",6700000,0,0,,0,West,,246,4 Aana,33 Feet,N/A Aana,7 months ago,[], Kathmandu, Golfutar
"Perfect 8 Anna Residential Land For Sale Inside Budhanilkantha Villa : Land For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha Villa', ' Budhanilkantha', ' Kathmandu']",4200000,0,0,,0,East,,1.4K,0-8-0-0 Aana,15 Feet / Blacktopped,N/A Aana,7 months ago,[], Kathmandu, Budhanilkantha
"House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']",16500000,8,0,,0,North,,511,0-3-0-1 Aana,13 Feet / Gravelled,N/A Sq. Feet,7 months ago,[], Kathmandu, Gothatar
"House For Sale In Bhangal, Kathmandu","['Sundara Basti', ' Bhangal', ' Kathmandu']",22000000,11,0,,0,West,,747,0-3-5-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,7 months ago,[], Kathmandu, Bhangal
"House For Sale In Changunarayan, Bhaktapur","['Thathali', ' Changunarayan', ' Bhaktapur']",10500000,0,0,,0,South,,673,4 Aana,10 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Bhaktapur, Changunarayan
"Land For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",2200000,0,0,,0,West,,370,0-9-2-0 Aana,18 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Kathmandu, Budhanilkantha
"Land For Sale In Lagankhel, Lalitpur","['Lagankhel', ' Lagankhel', ' Lalitpur']",5000000,0,0,,0,North,,250,10 Sq. Feet,11 Feet / Blacktopped,N/A Sq. Feet,7 months ago,[], Lalitpur, Lagankhel
"Land For Sale In Lubhu, Lalitpur","['Jagate', ' Lubhu', ' Lalitpur']",1250000,0,0,,0,West,,513,0-4-1-0 Aana,20 Feet / Soil Stabilized,N/A Sq. Feet,7 months ago,[], Lalitpur, Lubhu
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu","['Pragati Tole', ' Dhumbarahi', ' Kathmandu']",70000000,5,7,2.0,3,East,,702,0-12-0-0 Aana,14 Feet / Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']", Kathmandu, Dhumbarahi
"Land For Sale In Dahachowk, Khahare, Kathmandu","['Khahare chowk dahachowk', ' Dahachowk', ' khahare', ' Kathmandu']",1450000,0,0,,0,North East,,803,10-0-0-0 Ropani,6 Meter / Gravelled,N/A Ropani,7 months ago,"['Garden', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']", Kathmandu, khahare
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","['Guheshwori', ' Chabahil', ' Kathmandu']",18000000,2,1,1.0,0,South,,655,5-1 Aana,12 Feet / Blacktopped,2.6 Aana,7 months ago,['Garden'], Kathmandu, Chabahil
